,Name,Reason,Start Date,End Date
0,N. Pope,Dislocated Shoulder,28/07/18,16/12/18
1,N. Pope,Ankle/Foot Injury,19/02/17,03/03/17
0,J. Brooks,Groin Strain,09/09/19,11/10/19
1,J. Brooks,Knee Injury,26/04/19,31/05/19
2,J. Brooks,Suspended,03/12/18,09/12/18
3,J. Brooks,Knock,17/10/18,19/10/18
4,J. Brooks,Thigh Muscle Strain,21/08/18,25/08/18
0,M. Batshuayi,Ankle/Foot Injury,06/11/17,01/12/17
1,M. Batshuayi,Suspended,10/05/16,15/05/16
2,M. Batshuayi,Suspended,02/02/16,05/02/16
3,M. Batshuayi,Suspended,23/02/14,23/02/14
4,M. Batshuayi,Suspended,27/09/12,08/10/12
0,M. Arnold,Suspended,16/02/20,24/02/20
1,M. Arnold,Knee Injury,25/10/19,26/10/19
2,M. Arnold,Suspended,31/03/19,07/04/19
3,M. Arnold,Virus,29/11/18,01/12/18
4,M. Arnold,Virus,22/08/18,25/08/18
0,S. Kolašinac,Thigh Muscle Strain,15/01/20,15/02/20
1,S. Kolašinac,Ankle Ligaments,16/12/19,31/12/19
2,S. Kolašinac,Hamstring,17/11/19,30/11/19
3,S. Kolašinac,Knock,20/09/19,21/09/19
4,S. Kolašinac,Thigh Muscle Strain,12/12/18,21/12/18
5,S. Kolašinac,Hamstring,21/10/18,02/11/18
6,S. Kolašinac,Knee Injury,04/08/18,26/09/18
7,S. Kolašinac,Ankle/Foot Injury,19/04/18,25/04/18
8,S. Kolašinac,Ankle/Foot Injury,09/03/18,10/03/18
9,S. Kolašinac,Knee Injury,01/01/18,13/01/18
10,S. Kolašinac,Hip/Thigh Injury,12/10/17,13/10/17
0,F. Schär,Thigh Muscle Strain,02/01/20,17/01/20
1,F. Schär,Knock,29/12/19,31/12/19
2,F. Schär,Knee Injury,20/10/19,24/11/19
3,F. Schär,Calf/Shin Injury,15/09/19,20/09/19
4,F. Schär,Knock,06/05/19,11/05/19
5,F. Schär,Gluteal Strain,21/04/19,26/04/19
6,F. Schär,Concussion,24/03/19,05/04/19
7,F. Schär,Knock,17/01/19,18/01/19
8,F. Schär,Suspended,06/12/18,10/12/18
9,F. Schär,Suspended,28/06/18,04/07/18
10,F. Schär,Hamstring,17/05/18,23/05/18
11,F. Schär,Suspended,06/05/18,13/05/18
12,F. Schär,Suspended,24/12/17,08/01/18
0,Mariano,Knock,07/02/20,-
1,Mariano,Hamstring,17/04/19,24/04/19
2,Mariano,Sciatica,31/12/18,25/01/19
3,Mariano,Hamstring,07/12/18,30/12/18
4,Mariano,Hamstring,29/10/18,16/11/18
5,Mariano,Ankle/Foot Injury,10/05/18,16/05/18
6,Mariano,Shoulder Injury,19/04/18,27/04/18
7,Mariano,Suspended,30/03/18,02/04/18
8,Mariano,Back Injury,03/01/18,15/01/18
9,Mariano,Groin Strain,17/10/17,21/10/17
0,R. Aguilar,Suspended,06/11/19,11/11/19
1,R. Aguilar,Suspended,24/09/19,26/09/19
2,R. Aguilar,Suspended,21/08/19,05/09/19
3,R. Aguilar,Thigh Muscle Rupture,22/04/19,22/05/19
4,R. Aguilar,Thigh Muscle Strain,25/02/19,15/03/19
5,R. Aguilar,Suspended,31/01/19,04/02/19
6,R. Aguilar,Suspended,13/09/18,17/09/18
7,R. Aguilar,Thigh Muscle Strain,16/04/18,10/05/18
0,F. Balbuena,Knee Injury,23/12/18,08/03/19
1,F. Balbuena,Knock,02/12/18,03/12/18
0,S. Mustafi,Ankle/Foot Injury,29/01/20,01/02/20
1,S. Mustafi,Ankle/Foot Injury,30/11/19,30/11/19
2,S. Mustafi,Knock,02/01/19,11/01/19
3,S. Mustafi,Hamstring,09/12/18,28/12/18
4,S. Mustafi,Thigh Muscle Strain,03/12/17,21/12/17
5,S. Mustafi,Thigh Muscle Strain,10/10/17,17/11/17
6,S. Mustafi,Knock,03/07/17,10/07/17
7,S. Mustafi,Concussion,19/05/17,31/05/17
8,S. Mustafi,Thigh Muscle Strain,15/04/17,09/05/17
9,S. Mustafi,Hamstring,11/12/16,31/12/16
10,S. Mustafi,Hamstring,10/05/16,20/05/16
11,S. Mustafi,Suspended,08/02/16,14/02/16
12,S. Mustafi,Suspended,04/02/16,11/02/16
13,S. Mustafi,Hamstring,20/12/15,09/01/16
14,S. Mustafi,Thigh Muscle Strain,22/11/15,08/12/15
15,S. Mustafi,Suspended,14/01/15,03/12/15
16,S. Mustafi,Suspended,26/10/15,01/11/15
17,S. Mustafi,Suspended,09/03/15,14/03/15
18,S. Mustafi,Suspended,06/08/14,23/08/14
19,S. Mustafi,Thigh Muscle Strain,01/07/14,14/07/14
0,G. Pezzella,Suspended,17/04/17,24/04/17
1,G. Pezzella,Suspended,12/02/17,18/02/17
2,G. Pezzella,Suspended,08/02/16,14/02/16
3,G. Pezzella,Sprained Ankle,06/09/15,16/09/15
0,D. da Costa,Knock,27/09/19,03/10/19
0,W. Boly,Ankle/Foot Injury,26/10/19,22/01/20
1,W. Boly,Suspended,02/09/19,15/09/19
2,W. Boly,Suspended,16/01/19,31/01/19
0,B. Davies,Ankle Ligaments,24/11/19,15/02/20
1,B. Davies,Groin/Pelvis Injury,08/08/19,16/08/19
2,B. Davies,Groin Strain,27/01/19,22/02/19
3,B. Davies,Overtired,08/03/18,16/03/18
4,B. Davies,Ankle/Foot Injury,03/11/16,10/12/16
5,B. Davies,Suspended,02/07/16,07/07/16
6,B. Davies,Head Injury,18/03/16,29/03/16
7,B. Davies,Dislocated Shoulder,26/04/15,01/06/15
8,B. Davies,Calf Muscle Strain,19/02/14,26/02/14
9,B. Davies,Ankle/Foot Injury,20/10/13,06/11/13
0,Diego Carlos,Suspended,26/01/20,02/02/20
1,Diego Carlos,Foot Injury,24/05/19,31/05/19
2,Diego Carlos,Suspended,24/09/18,26/09/18
3,Diego Carlos,Knee Injury,15/04/18,15/05/18
4,Diego Carlos,Calf Muscle Strain,12/02/18,20/02/18
5,Diego Carlos,Suspended,08/02/18,12/02/18
6,Diego Carlos,Suspended,20/12/17,21/12/17
7,Diego Carlos,Ankle/Foot Injury,14/09/17,29/09/17
8,Diego Carlos,Broken Collarbone,13/08/17,18/08/17
9,Diego Carlos,Knock,10/09/16,27/09/16
0,K. Toko-Ekambi,Suspended,29/04/19,06/05/19
1,K. Toko-Ekambi,Thigh Muscle Strain,25/08/17,09/09/17
2,K. Toko-Ekambi,Hip/Thigh Injury,17/11/16,24/11/16
0,R. Malinovskyi,Suspended,03/09/18,16/09/18
1,R. Malinovskyi,Suspended,14/05/18,21/05/18
2,R. Malinovskyi,Suspended,04/03/18,12/03/18
3,R. Malinovskyi,Suspended,22/01/18,25/01/18
0,M. Sakho,Thigh Muscle Strain,02/01/20,-
1,M. Sakho,Suspended,05/12/19,22/12/19
2,M. Sakho,Knock,27/09/19,29/11/19
3,M. Sakho,Knee Injury,24/02/19,30/08/19
4,M. Sakho,Back Injury,20/11/18,23/11/18
5,M. Sakho,Calf Muscle Strain,05/02/18,09/03/18
6,M. Sakho,Calf Muscle Strain,10/12/17,29/01/18
7,M. Sakho,Calf Muscle Strain,22/10/17,04/11/17
8,M. Sakho,Knee Injury,27/04/17,31/05/17
9,M. Sakho,Hamstring,01/02/17,03/02/17
10,M. Sakho,Calf Muscle Strain,01/08/16,08/09/16
11,M. Sakho,Head Injury,29/02/16,05/03/16
12,M. Sakho,Knee Injury,03/01/16,12/01/16
13,M. Sakho,Knee Injury,09/11/15,19/12/15
14,M. Sakho,Hamstring,09/04/15,22/05/15
15,M. Sakho,Hip/Thigh Injury,20/02/15,15/03/15
16,M. Sakho,Thigh Muscle Strain,26/09/14,08/12/14
17,M. Sakho,Thigh Muscle Strain,26/06/14,02/07/14
18,M. Sakho,Thigh Muscle Strain,30/12/13,12/03/14
19,M. Sakho,Thigh Muscle Strain,22/02/13,26/02/13
20,M. Sakho,Suspended,16/11/12,22/11/12
21,M. Sakho,Hip/Thigh Injury,23/10/12,26/10/12
22,M. Sakho,Suspended,01/10/12,10/10/12
23,M. Sakho,Hip/Thigh Injury,17/09/12,25/09/12
0,J. King,Hamstring,29/12/19,08/02/20
1,J. King,Ankle/Foot Injury,15/12/19,20/12/19
2,J. King,Hamstring,20/11/19,13/12/19
3,J. King,Illness,04/01/19,12/01/19
4,J. King,Ankle/Foot Injury,21/10/18,24/11/18
5,J. King,Ankle/Foot Injury,18/10/18,19/10/18
6,J. King,Neck Injury,12/03/18,16/03/18
7,J. King,Hamstring,31/12/17,19/01/18
8,J. King,Hamstring,18/12/17,25/12/17
9,J. King,Back Injury,05/11/17,17/11/17
10,J. King,Back Injury,26/10/17,03/11/17
11,J. King,Hamstring,06/10/17,13/10/17
12,J. King,Hamstring,14/10/16,14/10/16
13,J. King,Hamstring,18/09/16,30/09/16
14,J. King,Calf Muscle Strain,24/03/16,01/04/16
15,J. King,Ankle/Foot Injury,02/03/16,04/03/16
16,J. King,Knock,03/01/16,29/01/16
17,J. King,Hamstring,13/12/15,18/12/15
18,J. King,Concussion,06/12/15,11/12/15
19,J. King,Hamstring,24/08/15,11/09/15
0,Laguardia,Suspended,08/12/19,14/12/19
1,Laguardia,Suspended,10/11/19,25/11/19
2,Laguardia,Hamstring,14/08/19,28/08/19
3,Laguardia,Suspended,14/04/19,20/04/19
4,Laguardia,Suspended,13/01/19,19/01/19
5,Laguardia,Knee Injury,24/04/17,20/12/17
6,Laguardia,Suspended,26/02/17,01/03/17
7,Laguardia,Thigh Muscle Strain,23/10/16,30/11/16
8,Laguardia,Suspended,27/05/16,30/05/16
9,Laguardia,Suspended,22/02/16,29/02/16
10,Laguardia,Suspended,08/11/15,15/11/15
11,Laguardia,Suspended,21/05/15,24/05/15
12,Laguardia,Suspended,01/03/15,09/01/15
13,Laguardia,Suspended,28/09/14,05/10/14
14,Laguardia,Suspended,05/05/14,12/05/14
15,Laguardia,Suspended,23/12/13,06/01/14
16,Laguardia,Suspended,05/05/13,13/05/13
17,Laguardia,Suspended,20/01/13,28/01/13
18,Laguardia,Suspended,04/11/12,12/11/12
0,P. Jones,Knock,26/09/19,19/10/19
1,P. Jones,Knock,22/04/19,04/05/19
2,P. Jones,Illness,13/02/19,16/03/19
3,P. Jones,Knock,02/12/18,07/12/18
4,P. Jones,Knock,06/08/18,25/08/18
5,P. Jones,Knock,27/04/18,09/05/18
6,P. Jones,Knock,12/02/18,14/04/18
7,P. Jones,Knock,12/11/17,09/12/17
8,P. Jones,Knee Injury,01/10/17,13/10/17
9,P. Jones,Knock,24/09/17,29/09/17
10,P. Jones,Toe Injury,21/03/17,06/05/17
11,P. Jones,Ankle/Foot Injury,03/02/17,03/03/17
12,P. Jones,Knee Injury,14/09/16,02/11/16
13,P. Jones,Ankle/Foot Injury,03/01/16,19/04/16
14,P. Jones,Knock,22/11/15,11/12/15
15,P. Jones,Illness,06/08/15,22/09/15
16,P. Jones,Ankle/Foot Injury,15/04/15,01/05/15
17,P. Jones,Calf/Shin Injury,21/10/14,13/12/14
18,P. Jones,Hamstring,09/09/14,18/10/14
19,P. Jones,Dislocated Shoulder,07/05/14,21/05/14
