,Name,Competitiion,Trophie,Season
0,Sergio Busquets,World Cup,Winner,2010 South Africa
1,Sergio Busquets,European Championship,Winner,2012 Poland/Ukraine
2,Sergio Busquets,Confederations Cup,Runner-up,2013 Brazil
3,Sergio Busquets,La Liga,Winner,2018/2019
4,Sergio Busquets,La Liga,Winner,2017/2018
5,Sergio Busquets,La Liga,Winner,2015/2016
6,Sergio Busquets,La Liga,Winner,2014/2015
7,Sergio Busquets,La Liga,Winner,2012/2013
8,Sergio Busquets,La Liga,Winner,2010/2011
9,Sergio Busquets,La Liga,Winner,2009/2010
10,Sergio Busquets,La Liga,Winner,2008/2009
11,Sergio Busquets,La Liga,Runner-up,2016/2017
12,Sergio Busquets,La Liga,Runner-up,2013/2014
13,Sergio Busquets,La Liga,Runner-up,2011/2012
14,Sergio Busquets,Copa del Rey,Winner,2017/2018
15,Sergio Busquets,Copa del Rey,Winner,2016/2017
16,Sergio Busquets,Copa del Rey,Winner,2015/2016
17,Sergio Busquets,Copa del Rey,Winner,2014/2015
18,Sergio Busquets,Copa del Rey,Winner,2011/2012
19,Sergio Busquets,Copa del Rey,Winner,2008/2009
20,Sergio Busquets,Copa del Rey,Runner-up,2018/2019
21,Sergio Busquets,Copa del Rey,Runner-up,2013/2014
22,Sergio Busquets,Copa del Rey,Runner-up,2010/2011
23,Sergio Busquets,Super Cup,Winner,2018/2019
24,Sergio Busquets,Super Cup,Winner,2016/2017
25,Sergio Busquets,Super Cup,Winner,2013/2014
26,Sergio Busquets,Super Cup,Winner,2011/2012
27,Sergio Busquets,Super Cup,Winner,2010/2011
28,Sergio Busquets,Super Cup,Winner,2009/2010
29,Sergio Busquets,Super Cup,Runner-up,2017/2018
30,Sergio Busquets,Super Cup,Runner-up,2015/2016
31,Sergio Busquets,Super Cup,Runner-up,2012/2013
32,Sergio Busquets,Copa Catalunya,Winner,2013/2014
33,Sergio Busquets,Supercopa de Catalunya,Winner,2018
34,Sergio Busquets,Supercopa de Catalunya,Runner-up,2019
35,Sergio Busquets,Supercopa de Catalunya,Runner-up,2016
36,Sergio Busquets,Trofeo Joan Gamper,Winner,2019
37,Sergio Busquets,Trofeo Joan Gamper,Winner,2018
38,Sergio Busquets,Trofeo Joan Gamper,Winner,2017
39,Sergio Busquets,Trofeo Joan Gamper,Winner,2016
40,Sergio Busquets,UEFA Champions League,Winner,2014/2015
41,Sergio Busquets,UEFA Champions League,Winner,2010/2011
42,Sergio Busquets,UEFA Champions League,Winner,2008/2009
43,Sergio Busquets,UEFA Super Cup,Winner,2015/2016
44,Sergio Busquets,UEFA Super Cup,Winner,2011/2012
45,Sergio Busquets,UEFA Super Cup,Winner,2009/2010
46,Sergio Busquets,FIFA Club World Cup,Winner,2015 Japan
47,Sergio Busquets,FIFA Club World Cup,Winner,2011 Japan
48,Sergio Busquets,FIFA Club World Cup,Winner,2009 UAE
49,Sergio Busquets,Audi Cup,Winner,2011
0,A. Griezmann,World Cup,Winner,2018 Russia
1,A. Griezmann,European Championship,Runner-up,2016 France
2,A. Griezmann,UEFA U19 Championship,Winner,2010 France
3,A. Griezmann,La Liga,Runner-up,2018/2019
4,A. Griezmann,La Liga,Runner-up,2017/2018
5,A. Griezmann,Segunda División,Winner,2009/2010
6,A. Griezmann,Super Cup,Winner,2014/2015
7,A. Griezmann,Trofeo Joan Gamper,Winner,2019
8,A. Griezmann,UEFA Champions League,Runner-up,2015/2016
9,A. Griezmann,UEFA Europa League,Winner,2017/2018
10,A. Griezmann,UEFA Super Cup,Winner,2018/2019
11,A. Griezmann,Audi Cup,Winner,2017
0,P. Dybala,Serie A,Winner,2018/2019
1,P. Dybala,Serie A,Winner,2017/2018
2,P. Dybala,Serie A,Winner,2016/2017
3,P. Dybala,Serie A,Winner,2015/2016
4,P. Dybala,Serie B,Winner,2013/2014
5,P. Dybala,Coppa Italia,Winner,2017/2018
6,P. Dybala,Coppa Italia,Winner,2016/2017
7,P. Dybala,Coppa Italia,Winner,2015/2016
8,P. Dybala,Super Cup,Winner,2018/2019
9,P. Dybala,Super Cup,Winner,2015/2016
10,P. Dybala,Super Cup,Runner-up,2019/2020
11,P. Dybala,Super Cup,Runner-up,2017/2018
12,P. Dybala,Super Cup,Runner-up,2016/2017
13,P. Dybala,UEFA Champions League,Runner-up,2016/2017
0,P. Pogba,World Cup,Winner,2018 Russia
1,P. Pogba,European Championship,Runner-up,2016 France
2,P. Pogba,U20 World Cup,Winner,2013 Turkey
3,P. Pogba,Premier League,Winner,2010/2011
4,P. Pogba,Premier League,Runner-up,2017/2018
5,P. Pogba,Premier League,Runner-up,2011/2012
6,P. Pogba,Serie A,Winner,2015/2016
7,P. Pogba,Serie A,Winner,2014/2015
8,P. Pogba,Serie A,Winner,2013/2014
9,P. Pogba,Serie A,Winner,2012/2013
10,P. Pogba,FA Cup,Runner-up,2017/2018
11,P. Pogba,Coppa Italia,Winner,2015/2016
12,P. Pogba,Coppa Italia,Winner,2014/2015
13,P. Pogba,League Cup,Winner,2016/2017
14,P. Pogba,Super Cup,Winner,2015/2016
15,P. Pogba,Super Cup,Winner,2013/2014
16,P. Pogba,Super Cup,Winner,2012/2013
17,P. Pogba,Super Cup,Runner-up,2014/2015
18,P. Pogba,Community Shield,Winner,2011/2012
19,P. Pogba,UEFA Champions League,Runner-up,2014/2015
20,P. Pogba,UEFA Champions League,Runner-up,2010/2011
21,P. Pogba,UEFA Europa League,Winner,2016/2017
22,P. Pogba,UEFA Super Cup,Runner-up,2017/2018
0,Ederson,Premier League,Winner,2018/2019
1,Ederson,Premier League,Winner,2017/2018
2,Ederson,Primeira Liga,Winner,2016/2017
3,Ederson,Primeira Liga,Winner,2015/2016
4,Ederson,FA Cup,Winner,2018/2019
5,Ederson,Taça de Portugal,Winner,2016/2017
6,Ederson,Taça de Portugal,Runner-up,2013/2014
7,Ederson,League Cup,Winner,2018/2019
8,Ederson,League Cup,Winner,2017/2018
9,Ederson,Taça da Liga,Winner,2015/2016
10,Ederson,Taça da Liga,Runner-up,2013/2014
11,Ederson,Community Shield,Winner,2019/2020
12,Ederson,Community Shield,Winner,2018/2019
13,Ederson,Super Cup,Winner,2016/2017
14,Ederson,Super Cup,Runner-up,2015/2016
15,Ederson,Super Cup,Runner-up,2014/2015
16,Ederson,Copa America,Winner,2019 Brazil
17,Ederson,World Youth Festival Toulon,Winner,2014
18,Ederson,Premier League Asia Trophy,Runner-up,2019
0,R. Sterling,Premier League,Winner,2018/2019
1,R. Sterling,Premier League,Winner,2017/2018
2,R. Sterling,Premier League,Runner-up,2013/2014
3,R. Sterling,FA Cup,Winner,2018/2019
4,R. Sterling,FA Cup,Runner-up,2011/2012
5,R. Sterling,League Cup,Winner,2018/2019
6,R. Sterling,League Cup,Winner,2017/2018
7,R. Sterling,League Cup,Winner,2015/2016
8,R. Sterling,Community Shield,Winner,2019/2020
9,R. Sterling,Community Shield,Winner,2018/2019
10,R. Sterling,International Champions Cup,Runner-up,2014
11,R. Sterling,Premier League Asia Trophy,Runner-up,2019
0,C. Eriksen,Eredivisie,Winner,2012/2013
1,C. Eriksen,Eredivisie,Winner,2011/2012
2,C. Eriksen,Eredivisie,Winner,2010/2011
3,C. Eriksen,Eredivisie,Runner-up,2009/2010
4,C. Eriksen,Premier League,Runner-up,2016/2017
5,C. Eriksen,KNVB Beker,Winner,2009/2010
6,C. Eriksen,KNVB Beker,Runner-up,2010/2011
7,C. Eriksen,League Cup,Runner-up,2014/2015
8,C. Eriksen,Super Cup,Winner,2013/2014
9,C. Eriksen,Super Cup,Runner-up,2012/2013
10,C. Eriksen,Super Cup,Runner-up,2011/2012
11,C. Eriksen,Super Cup,Runner-up,2010/2011
12,C. Eriksen,MLS All-Star,Runner-up,2015
13,C. Eriksen,UEFA Champions League,Runner-up,2018/2019
14,C. Eriksen,Audi Cup,Winner,2019
15,C. Eriksen,International Champions Cup,Winner,2018
0,T. Courtois,La Liga,Winner,2013/2014
1,T. Courtois,Premier League,Winner,2016/2017
2,T. Courtois,Premier League,Winner,2014/2015
3,T. Courtois,First Division A,Winner,2010/2011
4,T. Courtois,FA Cup,Winner,2017/2018
5,T. Courtois,FA Cup,Runner-up,2016/2017
6,T. Courtois,Cup,Winner,2008/2009
7,T. Courtois,Copa del Rey,Winner,2012/2013
8,T. Courtois,League Cup,Winner,2014/2015
9,T. Courtois,Super Cup,Runner-up,2009/2010
10,T. Courtois,Community Shield,Runner-up,2017/2018
11,T. Courtois,Community Shield,Runner-up,2015/2016
12,T. Courtois,Super Cup,Winner,2019/2020
13,T. Courtois,Super Cup,Runner-up,2013/2014
14,T. Courtois,UEFA Champions League,Runner-up,2013/2014
15,T. Courtois,UEFA Europa League,Winner,2011/2012
16,T. Courtois,UEFA Super Cup,Winner,2012/2013
17,T. Courtois,UEFA Super Cup,Runner-up,2018/2019
18,T. Courtois,FIFA Club World Cup,Winner,2018 UAE
0,Piqué,World Cup,Winner,2010 South Africa
1,Piqué,European Championship,Winner,2012 Poland/Ukraine
2,Piqué,Confederations Cup,Runner-up,2013 Brazil
3,Piqué,La Liga,Winner,2018/2019
4,Piqué,La Liga,Winner,2017/2018
5,Piqué,La Liga,Winner,2015/2016
6,Piqué,La Liga,Winner,2014/2015
7,Piqué,La Liga,Winner,2012/2013
8,Piqué,La Liga,Winner,2010/2011
9,Piqué,La Liga,Winner,2009/2010
10,Piqué,La Liga,Winner,2008/2009
11,Piqué,La Liga,Runner-up,2016/2017
12,Piqué,La Liga,Runner-up,2013/2014
13,Piqué,La Liga,Runner-up,2011/2012
14,Piqué,Premier League,Winner,2007/2008
15,Piqué,Premier League,Runner-up,2005/2006
16,Piqué,FA Cup,Runner-up,2004/2005
17,Piqué,Copa del Rey,Winner,2017/2018
18,Piqué,Copa del Rey,Winner,2016/2017
19,Piqué,Copa del Rey,Winner,2015/2016
20,Piqué,Copa del Rey,Winner,2014/2015
21,Piqué,Copa del Rey,Winner,2011/2012
22,Piqué,Copa del Rey,Winner,2008/2009
23,Piqué,Copa del Rey,Runner-up,2018/2019
24,Piqué,Copa del Rey,Runner-up,2013/2014
25,Piqué,Copa del Rey,Runner-up,2010/2011
26,Piqué,League Cup,Winner,2005/2006
27,Piqué,Community Shield,Winner,2007/2008
28,Piqué,Super Cup,Winner,2018/2019
29,Piqué,Super Cup,Winner,2016/2017
30,Piqué,Super Cup,Winner,2013/2014
31,Piqué,Super Cup,Winner,2011/2012
32,Piqué,Super Cup,Winner,2010/2011
33,Piqué,Super Cup,Winner,2009/2010
34,Piqué,Super Cup,Runner-up,2017/2018
35,Piqué,Super Cup,Runner-up,2015/2016
36,Piqué,Super Cup,Runner-up,2012/2013
37,Piqué,Copa Catalunya,Winner,2013/2014
38,Piqué,Supercopa de Catalunya,Winner,2018
39,Piqué,Supercopa de Catalunya,Runner-up,2019
40,Piqué,Supercopa de Catalunya,Runner-up,2016
41,Piqué,Trofeo Joan Gamper,Winner,2019
42,Piqué,Trofeo Joan Gamper,Winner,2018
43,Piqué,Trofeo Joan Gamper,Winner,2017
44,Piqué,Trofeo Joan Gamper,Winner,2016
45,Piqué,UEFA Champions League,Winner,2014/2015
46,Piqué,UEFA Champions League,Winner,2010/2011
47,Piqué,UEFA Champions League,Winner,2008/2009
48,Piqué,UEFA Champions League,Winner,2007/2008
49,Piqué,UEFA Super Cup,Winner,2015/2016
50,Piqué,UEFA Super Cup,Winner,2011/2012
51,Piqué,UEFA Super Cup,Winner,2009/2010
52,Piqué,FIFA Club World Cup,Winner,2015 Japan
53,Piqué,FIFA Club World Cup,Winner,2011 Japan
54,Piqué,FIFA Club World Cup,Winner,2009 UAE
55,Piqué,Audi Cup,Winner,2011
0,M. Neuer,World Cup,Winner,2014 Brazil
1,M. Neuer,Bundesliga,Winner,2018/2019
2,M. Neuer,Bundesliga,Winner,2017/2018
3,M. Neuer,Bundesliga,Winner,2016/2017
4,M. Neuer,Bundesliga,Winner,2015/2016
5,M. Neuer,Bundesliga,Winner,2014/2015
6,M. Neuer,Bundesliga,Winner,2013/2014
7,M. Neuer,Bundesliga,Winner,2012/2013
8,M. Neuer,Bundesliga,Runner-up,2011/2012
9,M. Neuer,Bundesliga,Runner-up,2009/2010
10,M. Neuer,Bundesliga,Runner-up,2006/2007
11,M. Neuer,DFB Pokal,Winner,2018/2019
12,M. Neuer,DFB Pokal,Winner,2015/2016
13,M. Neuer,DFB Pokal,Winner,2013/2014
14,M. Neuer,DFB Pokal,Winner,2012/2013
15,M. Neuer,DFB Pokal,Winner,2010/2011
16,M. Neuer,DFB Pokal,Runner-up,2017/2018
17,M. Neuer,DFB Pokal,Runner-up,2011/2012
18,M. Neuer,Liga Pokal,Winner,2005
19,M. Neuer,Liga Pokal,Runner-up,2007
20,M. Neuer,Super Cup,Winner,2018/2019
21,M. Neuer,Super Cup,Winner,2017/2018
22,M. Neuer,Super Cup,Winner,2016/2017
23,M. Neuer,Super Cup,Winner,2012/2013
24,M. Neuer,Super Cup,Runner-up,2019/2020
25,M. Neuer,Super Cup,Runner-up,2015/2016
26,M. Neuer,Super Cup,Runner-up,2014/2015
27,M. Neuer,Super Cup,Runner-up,2013/2014
28,M. Neuer,Super Cup,Runner-up,2010/2011
29,M. Neuer,MLS All-Star,Runner-up,2014
30,M. Neuer,UEFA Champions League,Winner,2012/2013
31,M. Neuer,UEFA Champions League,Runner-up,2011/2012
32,M. Neuer,UEFA Super Cup,Winner,2013/2014
33,M. Neuer,FIFA Club World Cup,Winner,2013 Morocco
34,M. Neuer,Audi Cup,Winner,2015
35,M. Neuer,Audi Cup,Winner,2013
36,M. Neuer,Audi Cup,Runner-up,2019
37,M. Neuer,Audi Cup,Runner-up,2011
0,H. Lloris,World Cup,Winner,2018 Russia
1,H. Lloris,European Championship,Runner-up,2016 France
2,H. Lloris,Premier League,Runner-up,2016/2017
3,H. Lloris,Ligue 1,Runner-up,2009/2010
4,H. Lloris,Coupe de France,Winner,2011/2012
5,H. Lloris,League Cup,Runner-up,2014/2015
6,H. Lloris,Coupe de la Ligue,Runner-up,2011/2012
7,H. Lloris,Coupe de la Ligue,Runner-up,2005/2006
8,H. Lloris,Trophée des Champions,Winner,2012/2013
9,H. Lloris,Trophée des Champions,Runner-up,2008/2009
10,H. Lloris,MLS All-Star,Runner-up,2015
11,H. Lloris,UEFA Champions League,Runner-up,2018/2019
12,H. Lloris,Audi Cup,Winner,2019
13,H. Lloris,Emirates Cup,Runner-up,2010
14,H. Lloris,International Champions Cup,Winner,2018
0,David Silva,World Cup,Winner,2010 South Africa
1,David Silva,European Championship,Winner,2012 Poland/Ukraine
2,David Silva,European Championship,Winner,2008 Austria/Switzerland
3,David Silva,Confederations Cup,Runner-up,2013 Brazil
4,David Silva,EC Qualification,Winner,2008 Austria/Switzerland
5,David Silva,Premier League,Winner,2018/2019
6,David Silva,Premier League,Winner,2017/2018
7,David Silva,Premier League,Winner,2013/2014
8,David Silva,Premier League,Winner,2011/2012
9,David Silva,Premier League,Runner-up,2014/2015
10,David Silva,Premier League,Runner-up,2012/2013
11,David Silva,FA Cup,Winner,2018/2019
12,David Silva,FA Cup,Winner,2010/2011
13,David Silva,FA Cup,Runner-up,2012/2013
14,David Silva,Copa del Rey,Winner,2007/2008
15,David Silva,League Cup,Winner,2018/2019
16,David Silva,League Cup,Winner,2017/2018
17,David Silva,League Cup,Winner,2015/2016
18,David Silva,League Cup,Winner,2013/2014
19,David Silva,Community Shield,Winner,2019/2020
20,David Silva,Community Shield,Winner,2018/2019
21,David Silva,Community Shield,Winner,2012/2013
22,David Silva,Community Shield,Runner-up,2014/2015
23,David Silva,Community Shield,Runner-up,2011/2012
24,David Silva,Super Cup,Runner-up,2008/2009
25,David Silva,Audi Cup,Runner-up,2013
26,David Silva,Premier League Asia Trophy,Runner-up,2019
0,E. Cavani,Serie A,Runner-up,2012/2013
1,E. Cavani,Ligue 1,Winner,2018/2019
2,E. Cavani,Ligue 1,Winner,2017/2018
3,E. Cavani,Ligue 1,Winner,2015/2016
4,E. Cavani,Ligue 1,Winner,2014/2015
5,E. Cavani,Ligue 1,Winner,2013/2014
6,E. Cavani,Ligue 1,Runner-up,2016/2017
7,E. Cavani,Coppa Italia,Winner,2011/2012
8,E. Cavani,Coupe de France,Winner,2017/2018
9,E. Cavani,Coupe de France,Winner,2016/2017
10,E. Cavani,Coupe de France,Winner,2015/2016
11,E. Cavani,Coupe de France,Winner,2014/2015
12,E. Cavani,Coupe de France,Runner-up,2018/2019
13,E. Cavani,Coupe de la Ligue,Winner,2017/2018
14,E. Cavani,Coupe de la Ligue,Winner,2016/2017
15,E. Cavani,Coupe de la Ligue,Winner,2015/2016
16,E. Cavani,Coupe de la Ligue,Winner,2014/2015
17,E. Cavani,Coupe de la Ligue,Winner,2013/2014
18,E. Cavani,Super Cup,Runner-up,2012/2013
19,E. Cavani,Trophée des Champions,Winner,2019/2020
20,E. Cavani,Trophée des Champions,Winner,2018/2019
21,E. Cavani,Trophée des Champions,Winner,2017/2018
22,E. Cavani,Trophée des Champions,Winner,2016/2017
23,E. Cavani,Trophée des Champions,Winner,2015/2016
24,E. Cavani,Trophée des Champions,Winner,2014/2015
25,E. Cavani,Trophée des Champions,Winner,2013/2014
26,E. Cavani,Copa America,Winner,2011 Argentina
27,E. Cavani,China Cup,Winner,2018
0,D. Godín,La Liga,Winner,2013/2014
1,D. Godín,La Liga,Runner-up,2018/2019
2,D. Godín,La Liga,Runner-up,2017/2018
3,D. Godín,La Liga,Runner-up,2007/2008
4,D. Godín,Primera División,Winner,2005/2006
5,D. Godín,Copa del Rey,Winner,2012/2013
6,D. Godín,Super Cup,Winner,2014/2015
7,D. Godín,Super Cup,Runner-up,2013/2014
8,D. Godín,Copa America,Winner,2011 Argentina
9,D. Godín,China Cup,Winner,2019
10,D. Godín,China Cup,Winner,2018
11,D. Godín,UEFA Champions League,Runner-up,2015/2016
12,D. Godín,UEFA Champions League,Runner-up,2013/2014
13,D. Godín,UEFA Europa League,Winner,2017/2018
14,D. Godín,UEFA Europa League,Winner,2011/2012
15,D. Godín,UEFA Super Cup,Winner,2018/2019
16,D. Godín,UEFA Super Cup,Winner,2012/2013
17,D. Godín,UEFA Super Cup,Winner,2010/2011
18,D. Godín,Audi Cup,Winner,2017
0,T. Kroos,World Cup,Winner,2014 Brazil
1,T. Kroos,La Liga,Winner,2016/2017
2,T. Kroos,La Liga,Runner-up,2015/2016
3,T. Kroos,La Liga,Runner-up,2014/2015
4,T. Kroos,Bundesliga,Winner,2013/2014
5,T. Kroos,Bundesliga,Winner,2012/2013
6,T. Kroos,Bundesliga,Winner,2007/2008
7,T. Kroos,Bundesliga,Runner-up,2011/2012
8,T. Kroos,DFB Pokal,Winner,2013/2014
9,T. Kroos,DFB Pokal,Winner,2012/2013
10,T. Kroos,DFB Pokal,Winner,2007/2008
11,T. Kroos,DFB Pokal,Runner-up,2011/2012
12,T. Kroos,DFB Pokal,Runner-up,2008/2009
13,T. Kroos,Liga Pokal,Winner,2007
14,T. Kroos,Super Cup,Winner,2019/2020
15,T. Kroos,Super Cup,Winner,2017/2018
16,T. Kroos,Super Cup,Runner-up,2014/2015
17,T. Kroos,Super Cup,Winner,2012/2013
18,T. Kroos,Super Cup,Winner,2010/2011
19,T. Kroos,Super Cup,Runner-up,2013/2014
20,T. Kroos,UEFA Champions League,Winner,2017/2018
21,T. Kroos,UEFA Champions League,Winner,2016/2017
22,T. Kroos,UEFA Champions League,Winner,2015/2016
23,T. Kroos,UEFA Champions League,Winner,2012/2013
24,T. Kroos,UEFA Champions League,Runner-up,2011/2012
25,T. Kroos,UEFA Super Cup,Winner,2017/2018
26,T. Kroos,UEFA Super Cup,Winner,2016/2017
27,T. Kroos,UEFA Super Cup,Winner,2014/2015
28,T. Kroos,UEFA Super Cup,Winner,2013/2014
29,T. Kroos,UEFA Super Cup,Runner-up,2018/2019
30,T. Kroos,FIFA Club World Cup,Winner,2018 UAE
31,T. Kroos,FIFA Club World Cup,Winner,2017 UAE
32,T. Kroos,FIFA Club World Cup,Winner,2016 Japan
33,T. Kroos,FIFA Club World Cup,Winner,2014 Morocco
34,T. Kroos,FIFA Club World Cup,Winner,2013 Morocco
35,T. Kroos,Audi Cup,Winner,2013
36,T. Kroos,Audi Cup,Runner-up,2015
37,T. Kroos,Audi Cup,Runner-up,2011
0,M. Reus,Bundesliga,Runner-up,2018/2019
1,M. Reus,Bundesliga,Runner-up,2015/2016
2,M. Reus,Bundesliga,Runner-up,2013/2014
3,M. Reus,Bundesliga,Runner-up,2012/2013
4,M. Reus,DFB Pokal,Winner,2016/2017
5,M. Reus,DFB Pokal,Runner-up,2015/2016
6,M. Reus,DFB Pokal,Runner-up,2014/2015
7,M. Reus,DFB Pokal,Runner-up,2013/2014
8,M. Reus,Super Cup,Winner,2019/2020
9,M. Reus,Super Cup,Winner,2014/2015
10,M. Reus,Super Cup,Winner,2013/2014
11,M. Reus,Super Cup,Runner-up,2017/2018
12,M. Reus,Super Cup,Runner-up,2016/2017
13,M. Reus,Super Cup,Runner-up,2012/2013
14,M. Reus,Play-offs 1/2,Winner,2010/2011
15,M. Reus,UEFA Champions League,Runner-up,2012/2013
16,M. Reus,International Champions Cup,Runner-up,2018
0,P. Aubameyang,Bundesliga,Runner-up,2015/2016
1,P. Aubameyang,Bundesliga,Runner-up,2013/2014
2,P. Aubameyang,DFB Pokal,Winner,2016/2017
3,P. Aubameyang,DFB Pokal,Runner-up,2015/2016
4,P. Aubameyang,DFB Pokal,Runner-up,2014/2015
5,P. Aubameyang,DFB Pokal,Runner-up,2013/2014
6,P. Aubameyang,League Cup,Runner-up,2017/2018
7,P. Aubameyang,Coupe de la Ligue,Winner,2012/2013
8,P. Aubameyang,Super Cup,Winner,2014/2015
9,P. Aubameyang,Super Cup,Winner,2013/2014
10,P. Aubameyang,Super Cup,Runner-up,2017/2018
11,P. Aubameyang,Super Cup,Runner-up,2016/2017
12,P. Aubameyang,Trofeo Joan Gamper,Runner-up,2019
13,P. Aubameyang,UEFA Europa League,Runner-up,2018/2019
14,P. Aubameyang,UEFA Super Cup,Winner,2007/2008
15,P. Aubameyang,FIFA Club World Cup,Winner,2007 Japan
16,P. Aubameyang,Emirates Cup,Runner-up,2019
0,S. Mané,Premier League,Runner-up,2018/2019
1,S. Mané,Bundesliga,Winner,2013/2014
2,S. Mané,Bundesliga,Runner-up,2012/2013
3,S. Mané,Cup,Winner,2013/2014
4,S. Mané,Community Shield,Runner-up,2019/2020
5,S. Mané,Africa Cup of Nations,Runner-up,2019 Egypt
6,S. Mané,UEFA Champions League,Winner,2018/2019
7,S. Mané,UEFA Champions League,Runner-up,2017/2018
8,S. Mané,UEFA Super Cup,Winner,2019/2020
9,S. Mané,FIFA Club World Cup,Winner,2019 Qatar
10,S. Mané,Audi Cup,Runner-up,2017
11,S. Mané,Premier League Asia Trophy,Winner,2017
0,A. Laporte,Premier League,Winner,2018/2019
1,A. Laporte,Premier League,Winner,2017/2018
2,A. Laporte,FA Cup,Winner,2018/2019
3,A. Laporte,Copa del Rey,Runner-up,2014/2015
4,A. Laporte,League Cup,Winner,2018/2019
5,A. Laporte,League Cup,Winner,2017/2018
6,A. Laporte,Community Shield,Winner,2019/2020
7,A. Laporte,Community Shield,Winner,2018/2019
8,A. Laporte,Super Cup,Winner,2015/2016
9,A. Laporte,UEFA U19 Championship,Runner-up,2012/2013
10,A. Laporte,Premier League Asia Trophy,Runner-up,2019
0,Bernardo Silva,Premier League,Winner,2018/2019
1,Bernardo Silva,Premier League,Winner,2017/2018
2,Bernardo Silva,Ligue 1,Winner,2016/2017
3,Bernardo Silva,Primeira Liga,Winner,2013/2014
4,Bernardo Silva,FA Cup,Winner,2018/2019
5,Bernardo Silva,Taça de Portugal,Winner,2013/2014
6,Bernardo Silva,League Cup,Winner,2018/2019
7,Bernardo Silva,League Cup,Winner,2017/2018
8,Bernardo Silva,Coupe de la Ligue,Runner-up,2016/2017
9,Bernardo Silva,Taça da Liga,Winner,2013/2014
10,Bernardo Silva,Community Shield,Winner,2019/2020
11,Bernardo Silva,Community Shield,Winner,2018/2019
12,Bernardo Silva,UEFA Nations League,Winner,2018/2019
13,Bernardo Silva,UEFA U21 Championship,Runner-up,2015 Czech Republic
14,Bernardo Silva,UEFA Europa League,Runner-up,2013/2014
15,Bernardo Silva,Premier League Asia Trophy,Runner-up,2019
0,Casemiro,La Liga,Winner,2016/2017
1,Casemiro,La Liga,Runner-up,2015/2016
2,Casemiro,La Liga,Runner-up,2012/2013
3,Casemiro,Primeira Liga,Runner-up,2014/2015
4,Casemiro,Copa del Rey,Winner,2013/2014
5,Casemiro,Copa del Rey,Runner-up,2012/2013
6,Casemiro,Super Cup,Winner,2019/2020
7,Casemiro,Super Cup,Winner,2017/2018
8,Casemiro,Copa America,Winner,2019 Brazil
